team,offense,defense,tempo,luck,margin,schedule_margin,opponent_offense,opponent_defense,non_conference,conf,year
Tennessee St,100.3,99.7,67.0,-.016,0.59,-2.29,104.6,106.9,3.55,OVC,2017
NC Central,102.2,101.9,66.7,-.055,0.36,-12.44,97.7,110.1,-0.66,MEAC,2017
W Michigan,107.1,106.8,67.9,-.016,0.36,-0.54,105.4,106.0,1.99,MAC,2017
Washington,107.7,107.4,71.1,-.103,0.34,6.87,109.5,102.6,-2.27,P12,2017
Wright St,106.5,106.2,69.0,.056,0.34,-2.21,103.0,105.3,0.85,Horz,2017
Lipscomb,107.3,107.0,74.2,-.017,0.30,-4.59,103.2,107.8,1.17,ASun,2017
Samford,107.8,107.5,68.6,-.036,0.26,-2.56,103.9,106.4,-3.56,SC,2017
N Dakota St,104.6,104.4,66.7,.081,0.19,-1.93,105.5,107.5,0.50,Sum,2017
North Dakota,103.6,103.5,71.5,.048,0.04,-5.66,103.0,108.6,3.24,BSky,2017
Northern Iowa,97.6,97.6,63.5,.054,0.01,4.51,107.2,102.7,7.99,MVC,2017
Siena,106.2,106.3,68.7,-.009,-0.16,-1.16,104.6,105.7,5.47,MAAC,2017
Penn,102.6,102.8,66.7,-.054,-0.20,-1.68,103.5,105.2,0.20,Ivy,2017
LSU,109.7,109.9,71.9,.008,-0.25,9.25,108.7,99.5,2.91,SEC,2017
Boston College,103.9,104.2,71.1,-.032,-0.27,8.18,110.4,102.2,-6.42,ACC,2017
Texas St,101.3,101.7,62.3,.016,-0.36,-4.36,102.3,106.6,-7.98,SB,2017
Loy Marymount,103.0,103.4,67.2,.025,-0.40,-0.07,104.8,104.9,-5.03,WCC,2017
NE Omaha,108.6,109.0,73.8,.086,-0.40,-0.59,106.2,106.8,4.11,Sum,2017
TAM C. Christi,102.8,103.3,68.8,.062,-0.49,-6.00,101.8,107.8,2.40,Slnd,2017
New Orleans,101.3,101.8,66.2,.046,-0.52,-5.29,102.3,107.6,8.32,Slnd,2017
Weber St,108.5,109.0,67.0,-.030,-0.54,-4.67,103.2,107.9,1.43,BSky,2017
Ball St,104.7,105.3,71.1,.041,-0.62,-3.92,103.2,107.1,-10.95,MAC,2017
Gardner Webb,102.7,103.5,70.8,-.041,-0.76,-5.65,101.5,107.1,4.28,BSth,2017
New Hampshire,102.3,103.2,65.4,.063,-0.80,-4.58,102.6,107.1,-0.50,AE,2017
DePaul,103.5,104.5,67.7,-.069,-1.05,6.99,108.8,101.8,-7.12,BE,2017
St Joseph's PA,102.2,103.3,68.4,-.032,-1.05,3.35,106.0,102.7,3.33,A10,2017
S Dakota St,110.2,111.4,67.2,.029,-1.19,-0.59,104.9,105.5,1.66,Sum,2017
E Washington,109.6,110.8,66.7,.082,-1.25,-5.14,103.0,108.2,2.16,BSky,2017
Canisius,108.7,109.9,69.6,.005,-1.27,-2.77,103.0,105.8,-1.07,MAAC,2017
Hofstra,111.1,112.4,67.7,-.034,-1.35,-1.44,104.1,105.6,-2.82,CAA,2017
Denver,107.7,109.2,66.8,-.007,-1.41,-3.65,103.9,107.5,-4.94,Sum,2017
WI Green Bay,102.0,103.4,74.0,.032,-1.45,-2.88,103.9,106.8,-0.33,Horz,2017
East Carolina,97.0,98.5,66.9,.013,-1.49,0.53,105.0,104.5,-10.91,Amer,2017
Boston Univ,101.7,103.4,69.6,.003,-1.68,-4.10,101.8,105.9,-0.77,Pat,2017
Washington St,104.4,106.1,67.7,.067,-1.73,6.36,109.2,102.9,-3.03,P12,2017
Montana,106.1,108.2,66.7,-.050,-2.06,-4.94,103.5,108.4,0.79,BSky,2017
Ga Southern,105.2,107.3,68.5,.049,-2.08,-1.26,104.6,105.9,1.82,SB,2017
UAB,103.9,106.4,66.1,-.008,-2.52,-2.45,103.6,106.0,0.08,CUSA,2017
Murray St,107.2,109.8,68.7,-.087,-2.61,-4.05,103.6,107.6,0.01,OVC,2017
IUPUI,107.0,109.8,69.3,-.036,-2.76,-0.64,105.7,106.3,3.64,Sum,2017
Indiana St,99.6,102.3,69.7,-.009,-2.78,2.47,105.2,102.7,1.71,MVC,2017
UTEP,99.7,102.7,66.3,-.035,-2.93,-3.51,102.9,106.4,-2.74,CUSA,2017
UMBC,107.9,110.9,71.0,.029,-2.97,-6.24,101.3,107.5,-3.41,AE,2017
Fordham,97.0,100.0,64.3,-.023,-3.05,0.87,104.8,103.9,-3.14,A10,2017
Morehead St,106.7,109.8,68.7,-.005,-3.06,-1.00,105.2,106.2,4.42,OVC,2017
Fairfield,99.8,103.1,69.2,.038,-3.30,-2.85,103.8,106.7,-2.55,MAAC,2017
N Illinois,98.9,102.4,66.8,-.038,-3.47,-2.50,104.1,106.6,-5.54,MAC,2017
Navy,99.9,103.4,64.2,-.012,-3.47,-4.19,101.5,105.7,-3.30,Pat,2017
Coastal Car,101.8,105.4,68.8,.050,-3.56,-1.39,103.8,105.2,1.16,SB,2017
Rider,100.9,104.6,72.2,.047,-3.70,-4.42,102.6,107.0,-6.04,MAAC,2017
Mt St Mary's,99.5,103.4,66.8,.074,-3.86,-4.49,102.0,106.5,11.52,NEC,2017
TN Martin,106.7,110.6,67.5,.118,-3.92,-4.47,102.9,107.3,-2.34,OVC,2017
Liberty,99.9,103.8,62.7,.037,-3.93,-6.25,102.1,108.4,2.89,BSth,2017
TX Southern,103.5,107.5,68.6,.125,-4.04,-8.49,100.2,108.7,12.68,SWAC,2017
Stony Brook,101.8,105.9,65.9,.050,-4.10,-5.85,101.9,107.8,-3.28,AE,2017
San Jose St,100.4,104.5,70.8,.077,-4.10,1.21,105.4,104.2,-4.42,MWC,2017
Holy Cross,98.7,102.9,60.4,.022,-4.23,-3.00,102.1,105.1,0.22,Pat,2017
Idaho,101.8,106.0,66.5,.031,-4.23,-5.98,102.5,108.5,-1.34,BSky,2017
Bradley,98.4,102.7,67.7,.018,-4.29,2.40,105.9,103.5,0.41,MVC,2017
UC Davis,97.8,102.2,68.9,.131,-4.41,-5.31,100.8,106.1,-0.94,BW,2017
Missouri KC,103.0,107.4,70.7,.065,-4.42,-1.63,103.5,105.1,0.61,WAC,2017
E Illinois,100.1,105.0,68.6,-.049,-4.83,-4.96,102.7,107.7,-3.33,OVC,2017
Houston Bap,105.2,110.2,70.3,.052,-5.08,-3.50,102.7,106.2,13.67,Slnd,2017
Air Force,104.3,109.5,67.1,-.065,-5.22,0.29,104.4,104.1,-6.10,MWC,2017
James Madison,98.8,104.1,64.0,-.065,-5.31,-0.84,105.9,106.7,-2.90,CAA,2017
Duquesne,101.9,107.3,70.0,-.075,-5.32,-1.27,103.1,104.3,-8.24,A10,2017
Long Beach St,104.6,110.1,69.5,.036,-5.48,-1.65,103.0,104.6,12.57,BW,2017
Lamar,103.1,108.7,68.1,-.014,-5.58,-7.05,100.2,107.2,-3.82,Slnd,2017
Loyola MD,98.4,104.2,66.2,.067,-5.82,-3.12,102.1,105.2,0.14,Pat,2017
SE Missouri St,103.4,109.3,68.6,-.038,-5.87,-4.43,103.2,107.6,-2.94,OVC,2017
C Michigan,111.6,117.6,75.3,.053,-6.01,-2.21,103.2,105.4,-5.47,MAC,2017
Army,98.6,104.7,71.4,-.063,-6.04,-4.56,101.4,106.0,-3.96,Pat,2017
SE Louisiana,97.8,103.9,67.1,-.054,-6.06,-7.56,101.0,108.6,-3.61,Slnd,2017
WKU,103.0,109.1,65.8,.048,-6.15,-3.19,103.0,106.2,-3.64,CUSA,2017
SF Austin,96.7,102.9,66.3,.040,-6.19,-5.65,102.1,107.7,1.84,Slnd,2017
Sam Houston St,97.2,103.4,70.0,.101,-6.19,-6.44,101.4,107.8,2.70,Slnd,2017
Columbia,101.1,107.3,68.9,-.022,-6.26,-3.35,102.7,106.0,-4.00,Ivy,2017
Oral Roberts,104.4,110.7,69.1,-.077,-6.30,1.85,106.9,105.1,8.64,Sum,2017
Charlotte,103.1,109.5,72.8,.033,-6.35,-2.08,103.3,105.4,1.69,CUSA,2017
IL Chicago,101.1,107.5,72.1,.014,-6.40,-4.16,101.7,105.9,-5.26,Horz,2017
Portland St,104.3,110.8,72.6,-.057,-6.50,-6.52,101.9,108.5,-0.17,BSky,2017
Montana St,103.1,109.6,69.3,-.025,-6.51,-6.68,103.4,110.1,-2.98,BSky,2017
Tulane,102.6,109.2,70.4,-.075,-6.58,3.43,105.1,101.6,-1.30,Amer,2017
Cleveland St,96.5,103.1,65.4,-.090,-6.65,-1.08,104.9,105.9,4.85,Horz,2017
South Alabama,98.7,105.5,69.7,.012,-6.76,-2.76,103.7,106.4,-5.95,SB,2017
SC Upstate,104.2,111.1,68.4,.016,-6.89,-4.65,103.5,108.2,-1.08,ASun,2017
Ark Little Rock,98.3,105.2,63.3,.023,-6.93,-4.09,103.6,107.7,-7.34,SB,2017
Pacific,99.5,106.5,66.5,-.003,-6.98,1.02,105.0,103.9,-2.65,WCC,2017
Wagner,101.0,108.0,62.9,-.024,-7.00,-8.95,98.8,107.8,-1.05,NEC,2017
UNLV,98.3,105.3,68.4,-.007,-7.01,0.96,105.2,104.3,-3.98,MWC,2017
Bowling Green,100.1,107.2,70.0,.010,-7.16,-1.80,103.9,105.7,-6.10,MAC,2017
Drexel,102.9,110.1,70.3,-.089,-7.19,-1.26,104.6,105.8,-3.83,CAA,2017
UT San Antonio,95.4,102.7,68.1,.016,-7.25,-2.61,102.7,105.3,-0.41,CUSA,2017
Kennesaw,102.6,110.1,69.4,.000,-7.52,-4.81,103.6,108.4,-3.58,ASun,2017
Long Island,100.2,107.7,67.0,.081,-7.52,-9.66,98.6,108.3,-5.33,NEC,2017
St Francis PA,102.1,109.7,70.3,-.001,-7.61,-7.98,100.1,108.0,-1.18,NEC,2017
North Florida,101.8,109.5,69.9,.025,-7.64,-0.46,105.9,106.4,6.82,ASun,2017
Niagara,101.4,109.3,69.1,-.067,-7.90,-3.63,103.0,106.6,-4.72,MAAC,2017
Tennessee Tech,98.9,107.0,68.3,-.058,-8.03,-3.33,103.5,106.9,-2.60,OVC,2017
Drake,103.0,111.1,69.7,-.083,-8.17,0.96,104.0,103.1,-3.43,MVC,2017
WI Milwaukee,99.9,108.3,62.5,-.023,-8.37,-1.39,104.2,105.6,2.15,Horz,2017
San Diego,100.0,108.4,63.3,.058,-8.38,-0.88,104.0,104.8,-6.68,WCC,2017
CS Fullerton,97.0,105.5,68.8,.021,-8.54,-8.88,100.0,108.9,-8.14,BW,2017
ULM,98.3,106.8,65.0,-.116,-8.54,-1.53,103.6,105.1,-3.54,SB,2017
Cornell,99.7,108.4,69.7,-.032,-8.67,-0.48,105.3,105.8,1.71,Ivy,2017
Oregon St,97.0,105.8,64.6,-.067,-8.72,5.87,108.2,102.4,-5.07,P12,2017
Seattle,96.0,104.7,67.6,-.023,-8.75,-4.29,101.6,105.9,-6.58,WAC,2017
Robert Morris,91.6,100.4,68.8,.032,-8.77,-5.36,101.3,106.6,3.99,NEC,2017
F Dickinson,103.1,111.9,69.0,-.050,-8.78,-5.02,100.5,105.6,7.64,NEC,2017
Colgate,98.8,107.6,65.1,-.013,-8.85,-2.84,102.6,105.4,-1.04,Pat,2017
Hawaii,97.0,106.0,67.1,-.012,-8.98,-8.18,99.2,107.4,-5.89,BW,2017
High Point,98.9,108.1,65.7,-.004,-9.22,-6.40,101.1,107.5,-0.27,BSth,2017
FL Atlantic,98.6,107.9,68.9,-.037,-9.33,-2.70,103.2,105.9,-1.66,CUSA,2017
E Kentucky,98.4,107.9,67.6,.015,-9.44,-1.89,104.8,106.7,0.22,OVC,2017
St Louis,95.4,105.0,63.5,.082,-9.58,0.81,105.2,104.4,-5.01,A10,2017
Appalachian St,99.5,109.2,70.5,-.039,-9.61,-0.76,103.9,104.7,-0.49,SB,2017
Jacksonville,102.3,111.9,67.9,.002,-9.61,-7.85,102.4,110.3,-9.11,ASun,2017
Florida Intl,102.9,112.5,65.0,-.171,-9.62,-3.96,102.0,105.9,-4.87,CUSA,2017
Brown,104.1,114.0,71.3,.017,-9.84,-5.52,101.3,106.8,-9.67,Ivy,2017
Campbell,100.4,110.4,65.7,.029,-10.04,-7.98,101.3,109.3,-5.63,BSth,2017
Miami OH,95.9,106.0,68.6,.052,-10.05,-2.31,104.3,106.7,-6.71,MAC,2017
Portland,98.7,108.9,65.8,.011,-10.24,0.86,105.0,104.1,-3.81,WCC,2017
Bryant,101.7,112.0,69.1,-.014,-10.27,-6.34,100.6,107.0,3.00,NEC,2017
Youngstown St,102.6,112.9,71.7,.077,-10.29,-2.30,103.2,105.5,-1.84,Horz,2017
N Colorado,96.6,106.9,68.5,-.027,-10.33,-4.29,103.9,108.2,8.65,BSky,2017
CS Northridge,104.1,114.6,72.7,-.032,-10.47,-6.13,99.9,106.0,0.49,BW,2017
Alcorn St,95.5,106.0,67.8,.048,-10.50,-11.09,98.1,109.2,11.03,SWAC,2017
NJIT,98.7,109.2,67.6,.029,-10.55,-3.43,104.6,108.1,-0.42,ASun,2017
Manhattan,97.0,107.6,68.9,-.000,-10.64,-2.38,103.6,106.0,-0.96,MAAC,2017
Citadel,105.5,116.5,79.7,.023,-11.03,-1.63,104.7,106.3,-2.45,SC,2017
Austin Peay,106.2,117.3,70.0,.040,-11.08,-2.03,104.6,106.6,2.82,OVC,2017
Delaware,97.3,108.5,64.8,.089,-11.12,-0.10,106.4,106.5,-3.17,CAA,2017
CS Sacramento,100.9,112.2,65.5,.045,-11.24,-5.52,102.8,108.3,1.68,BSky,2017
South Florida,96.4,107.7,68.8,-.021,-11.28,1.34,104.1,102.8,-7.82,Amer,2017
Northwestern LA,101.1,112.5,71.3,.028,-11.40,-5.18,101.4,106.6,6.99,Slnd,2017
Quinnipiac,101.6,113.0,73.2,.027,-11.44,-3.24,102.8,106.0,-3.67,MAAC,2017
MA Lowell,104.3,115.8,71.8,-.036,-11.50,-6.60,101.0,107.6,-6.75,AE,2017
Radford,96.1,107.8,64.0,.060,-11.70,-4.34,103.4,107.7,8.30,BSth,2017
W Illinois,97.1,108.9,68.8,-.035,-11.75,-1.91,105.0,106.9,-2.98,Sum,2017
Abilene Chr,97.0,108.8,65.8,.049,-11.86,-5.96,101.7,107.6,1.15,Slnd,2017
Norfolk St,94.2,106.1,68.8,.069,-11.92,-9.52,99.7,109.2,6.02,MEAC,2017
UTRGV,100.9,112.9,73.9,-.037,-12.02,-2.80,102.0,104.8,-3.00,WAC,2017
Sacred Heart,97.6,109.7,71.1,.018,-12.12,-8.68,99.2,107.9,-5.34,NEC,2017
Detroit,102.3,114.5,72.6,.016,-12.21,-1.37,103.7,105.1,2.32,Horz,2017
Pepperdine,102.0,114.2,68.5,.026,-12.26,1.03,105.6,104.6,-1.67,WCC,2017
Incarnate Word,101.7,114.3,71.8,.032,-12.61,-5.24,101.2,106.5,4.08,Slnd,2017
Dartmouth,99.2,112.1,67.4,.032,-12.89,-3.06,102.4,105.4,-4.48,Ivy,2017
Cal Poly SLO,100.1,113.0,65.3,.013,-12.93,-4.19,100.7,104.9,2.74,BW,2017
American Univ,95.2,108.1,64.3,-.017,-12.94,-4.21,101.6,105.8,-4.47,Pat,2017
Cent Arkansas,104.0,117.5,71.1,-.014,-13.47,-3.28,103.1,106.3,6.65,Slnd,2017
Charleston So,103.2,116.7,68.2,.007,-13.49,-5.98,101.0,107.0,3.84,BSth,2017
Hampton,93.4,106.9,68.6,.018,-13.54,-10.05,99.1,109.1,1.70,MEAC,2017
UC Riverside,92.3,105.9,67.9,-.055,-13.63,-4.78,101.4,106.2,1.84,BW,2017
Marist,100.7,114.3,66.9,.013,-13.63,-1.94,104.2,106.1,-0.37,MAAC,2017
Prairie View,98.0,111.6,67.6,-.017,-13.64,-8.65,99.4,108.1,11.49,SWAC,2017
Binghamton,96.3,110.0,65.9,-.009,-13.77,-5.33,102.2,107.5,-4.69,AE,2017
Nicholls St,100.4,114.2,69.4,.089,-13.77,-3.88,103.0,106.9,7.91,Slnd,2017
McNeese St,96.3,110.3,69.9,-.057,-14.01,-3.42,103.2,106.6,7.94,Slnd,2017
Savannah St,100.6,114.7,81.0,.054,-14.14,-10.10,98.8,108.9,6.75,MEAC,2017
Edwardsville,95.0,109.2,69.2,-.041,-14.15,-3.04,104.2,107.2,-0.01,OVC,2017
Stetson,100.9,115.4,72.4,-.002,-14.45,-5.23,102.8,108.0,-5.51,ASun,2017
North Texas,96.3,110.8,70.2,-.080,-14.52,-4.66,101.5,106.2,-8.18,CUSA,2017
MD E Shore,97.8,112.7,68.5,.039,-14.83,-7.48,100.7,108.2,8.64,MEAC,2017
W Carolina,90.0,105.1,66.8,.027,-15.11,1.01,106.6,105.6,5.83,SC,2017
Northern Arizona,95.1,110.4,69.2,-.016,-15.28,-6.17,101.9,108.1,-3.31,BSky,2017
Morgan St,91.2,106.6,67.7,.038,-15.47,-12.66,98.1,110.7,-3.20,MEAC,2017
Southern Miss,93.0,108.5,65.5,-.032,-15.52,-3.41,102.3,105.7,-3.60,CUSA,2017
Southern Univ,97.9,113.6,68.5,.038,-15.70,-12.49,96.7,109.2,1.38,SWAC,2017
Grambling,96.5,112.7,67.1,.049,-16.24,-12.33,97.5,109.9,-0.83,SWAC,2017
VMI,97.6,113.8,69.1,-.034,-16.27,-0.28,105.6,105.8,0.51,SC,2017
Jackson St,92.8,109.1,64.3,.032,-16.36,-11.84,98.1,109.9,2.06,SWAC,2017
Lafayette,96.6,113.3,69.3,.059,-16.79,-3.76,100.9,104.7,-3.93,Pat,2017
Santa Barbara,91.3,109.2,64.1,.009,-17.84,-2.90,102.4,105.3,6.96,BW,2017
Idaho St,97.9,115.8,68.9,-.053,-17.91,-2.67,104.3,107.0,4.84,BSky,2017
Southern Utah,101.3,119.7,71.4,-.014,-18.33,-5.16,102.2,107.4,-1.35,BSky,2017
Hartford,92.5,110.9,68.5,.073,-18.41,-5.68,101.9,107.6,-6.59,AE,2017
Chicago St,92.3,110.9,67.1,-.009,-18.60,2.04,104.9,102.9,5.59,WAC,2017
S Carolina St,99.0,118.5,68.3,.067,-19.47,-6.44,100.6,107.1,16.17,MEAC,2017
Maine,91.1,110.7,68.0,.005,-19.62,-3.76,103.4,107.2,-2.96,AE,2017
Howard,90.4,110.2,68.1,-.022,-19.79,-7.93,100.6,108.5,8.33,MEAC,2017
Delaware St,94.2,114.3,65.8,.007,-20.10,-9.05,100.4,109.5,3.33,MEAC,2017
Bethune-Cookman,95.0,115.4,68.3,-.011,-20.45,-11.77,98.5,110.3,-2.61,MEAC,2017
Central Conn,93.0,113.9,64.9,-.023,-20.99,-8.26,99.3,107.6,-4.07,NEC,2017
Alabama St,91.1,112.8,68.4,-.007,-21.65,-9.97,99.0,109.0,2.65,SWAC,2017
Coppin St,93.6,115.6,68.8,.002,-21.99,-7.35,100.5,107.9,7.37,MEAC,2017
MS Valley St,95.8,118.3,71.3,.025,-22.54,-6.99,100.3,107.3,11.61,SWAC,2017
Florida A&M,93.6,116.2,69.3,-.085,-22.61,-13.29,97.6,110.8,-4.68,MEAC,2017
St Francis NY,87.9,112.1,67.2,-.037,-24.13,-7.12,100.7,107.8,-1.44,NEC,2017
Longwood,92.2,117.3,70.5,.017,-25.15,-5.80,101.5,107.3,-0.55,BSth,2017
Ark Pine Bluff,85.7,111.0,67.6,-.010,-25.28,-9.35,100.4,109.7,2.79,SWAC,2017
NC A&T,95.4,123.1,62.8,-.086,-27.71,-9.40,98.7,108.1,0.08,MEAC,2017
Presbyterian,88.9,118.1,64.1,.018,-29.20,-4.36,102.8,107.1,2.25,BSth,2017
Alabama A&M,91.4,121.8,64.3,-.075,-30.34,-10.15,98.7,108.9,1.08,SWAC,2017
Villanova,127.8,94.0,68.7,-.018,33.76,11.31,111.3,100.0,3.98,BE,2018
Virginia,115.2,85.6,59.4,.048,29.53,9.24,110.0,100.7,-0.08,ACC,2018
Duke,122.4,93.6,69.7,-.034,28.86,10.60,110.4,99.8,4.09,ACC,2018
Cincinnati,113.4,86.8,64.5,-.019,26.60,3.46,106.9,103.4,-4.21,Amer,2018
Purdue,122.7,96.4,67.2,.006,26.27,9.02,109.1,100.1,0.69,B10,2018
Michigan St,119.2,93.8,67.0,.038,25.41,6.64,108.6,101.9,-5.03,B10,2018
Michigan,114.7,90.5,64.9,.052,24.20,10.32,111.4,101.1,-4.83,B10,2018
North Carolina,120.3,96.7,71.2,-.011,23.59,13.26,111.6,98.3,7.58,ACC,2018
Kansas,120.9,97.4,68.8,.076,23.49,12.41,111.7,99.3,3.55,B12,2018
Gonzaga,118.1,95.1,69.4,.009,23.03,1.57,106.4,104.8,3.12,WCC,2018
Texas Tech,113.3,90.8,66.7,-.007,22.59,10.31,110.7,100.4,-5.24,B12,2018
West Virginia,119.4,96.9,69.2,-.014,22.44,10.59,109.9,99.3,-4.72,B12,2018
Tennessee,114.6,92.4,66.0,.019,22.27,11.01,111.2,100.2,7.10,SEC,2018
Clemson,114.2,92.6,66.1,-.009,21.65,10.22,110.6,100.4,-1.91,ACC,2018
Xavier,120.1,98.6,70.5,.091,21.51,9.35,109.9,100.6,1.84,BE,2018
Ohio St,116.0,94.9,67.0,.020,21.16,8.75,109.8,101.1,0.26,B10,2018
Kentucky,115.8,95.4,68.8,-.008,20.44,10.91,110.8,99.8,4.67,SEC,2018
Houston,114.6,94.4,68.4,-.015,20.24,3.90,106.6,102.7,-3.08,Amer,2018
Penn St,114.3,95.1,67.3,-.050,19.18,7.60,109.7,102.1,-6.36,B10,2018
Butler,116.2,97.2,67.6,-.047,19.05,11.21,112.0,100.8,0.11,BE,2018
Wichita St,121.0,101.9,68.6,-.026,19.03,5.13,107.3,102.2,1.55,Amer,2018
Florida,114.5,95.5,67.1,-.059,18.96,10.74,110.2,99.5,4.57,SEC,2018
Auburn,115.4,96.7,72.6,.034,18.69,7.52,108.8,101.3,-1.86,SEC,2018
TCU,119.7,101.2,68.6,-.067,18.47,9.67,110.7,101.0,-0.82,B12,2018
Nevada,120.2,101.8,69.4,-.026,18.39,5.13,107.0,101.8,3.61,MWC,2018
Seton Hall,116.9,98.8,69.5,-.028,18.04,10.12,110.5,100.4,-0.00,BE,2018
Florida St,114.3,96.5,71.2,-.029,17.77,9.27,109.6,100.3,-6.91,ACC,2018
Arizona,118.0,100.4,67.1,.036,17.70,5.96,108.5,102.5,2.51,P12,2018
Texas A&M,111.3,94.4,69.5,.014,16.96,11.69,111.8,100.1,5.12,SEC,2018
Creighton,115.5,98.6,70.8,-.028,16.91,9.40,110.8,101.4,-4.20,BE,2018
Loyola-Chicago,111.4,95.0,65.5,.077,16.39,2.48,104.8,102.3,-5.47,MVC,2018
St Mary's CA,119.4,103.2,63.5,.006,16.13,-2.12,103.8,105.9,-4.28,WCC,2018
Virginia Tech,115.3,99.3,68.7,-.018,16.03,7.91,109.2,101.3,-9.76,ACC,2018
Baylor,111.5,95.5,66.7,-.079,16.02,10.02,110.9,100.9,-3.78,B12,2018
Notre Dame,114.9,99.1,65.4,-.058,15.79,8.65,109.8,101.2,-1.70,ACC,2018
Texas,109.5,94.1,65.2,-.030,15.43,11.77,111.4,99.6,2.05,B12,2018
Miami FL,112.9,97.4,67.0,.017,15.43,8.08,109.1,101.0,-3.82,ACC,2018
Louisville,112.2,96.8,69.7,-.005,15.41,8.90,109.6,100.7,-2.50,ACC,2018
Maryland,114.1,99.1,66.3,-.046,15.03,8.18,108.8,100.6,-4.21,B10,2018
Missouri,111.9,97.0,65.7,-.025,14.83,9.55,109.8,100.2,1.07,SEC,2018
Syracuse,107.0,92.2,62.9,.021,14.82,9.81,111.3,101.5,-0.20,ACC,2018
Kansas St,110.1,95.3,65.6,.071,14.77,9.39,111.0,101.6,-6.50,B12,2018
Davidson,117.0,102.3,64.5,-.063,14.70,2.11,105.6,103.5,1.33,A10,2018
Arkansas,116.3,101.7,69.7,.059,14.69,9.90,110.5,100.6,0.87,SEC,2018
MTSU,111.3,96.6,66.5,.008,14.68,3.58,107.5,103.9,7.65,CUSA,2018
NC State,116.3,101.8,71.4,-.001,14.52,7.71,108.6,100.9,-9.71,ACC,2018
WKU,114.5,100.1,68.8,-.003,14.45,3.72,106.9,103.2,3.81,CUSA,2018
Oklahoma,114.6,100.5,75.5,-.008,14.16,11.68,111.3,99.6,2.13,B12,2018
Arizona St,116.7,102.6,71.3,-.083,14.13,5.48,107.4,101.9,0.94,P12,2018
San Diego St,110.5,96.4,68.8,-.032,14.09,3.46,107.2,103.8,-0.80,MWC,2018
USC,114.5,100.5,67.7,-.017,14.06,5.12,108.2,103.1,1.37,P12,2018
Rhode Island,111.1,97.2,68.4,.063,13.93,3.49,107.6,104.1,3.83,A10,2018
Marquette,119.2,105.6,69.5,.020,13.68,9.99,110.9,100.9,-0.66,BE,2018
Mississippi St,110.5,96.9,67.3,.042,13.61,7.03,108.5,101.5,-10.55,SEC,2018
Nebraska,110.6,97.1,67.4,.055,13.54,7.14,108.4,101.3,-3.10,B10,2018
UCLA,115.0,101.4,70.3,-.027,13.52,6.42,108.1,101.7,2.93,P12,2018
Alabama,108.7,95.2,68.7,.017,13.41,11.17,110.9,99.7,2.54,SEC,2018
Utah,111.8,98.9,65.6,.031,12.99,6.31,109.1,102.7,-1.28,P12,2018
Oklahoma St,111.6,98.6,68.9,-.001,12.93,9.22,110.6,101.4,-5.35,B12,2018
New Mexico St,107.9,95.0,68.5,.027,12.92,-1.40,104.0,105.4,3.70,WAC,2018
Boise St,109.9,97.0,68.8,-.006,12.90,2.23,106.6,104.3,-1.95,MWC,2018
Murray St,112.9,100.7,67.2,-.000,12.19,-3.56,102.9,106.4,-0.99,OVC,2018
Providence,108.9,96.7,67.1,.074,12.17,10.58,111.6,101.1,-1.38,BE,2018
Old Dominion,108.8,96.6,64.5,.041,12.14,-1.27,104.4,105.6,-3.43,CUSA,2018
Georgia,107.5,95.9,64.4,.010,11.64,10.09,111.0,100.9,0.51,SEC,2018
LSU,114.8,103.2,68.7,-.018,11.62,8.59,110.0,101.4,-2.91,SEC,2018
Buffalo,114.7,103.2,72.7,.006,11.53,-0.06,105.1,105.2,3.87,MAC,2018
St Bonaventure,110.8,99.5,69.4,.078,11.21,2.80,107.0,104.2,1.17,A10,2018
ULL,112.7,101.5,70.6,.033,11.14,-2.59,103.5,106.1,-0.58,SB,2018
Wisconsin,109.7,99.1,62.7,-.068,10.68,9.89,110.9,101.0,0.06,B10,2018
Indiana,109.4,99.0,66.6,-.025,10.44,7.83,109.7,101.8,-2.76,B10,2018
Montana,108.8,98.4,68.0,-.000,10.40,-1.96,104.0,106.0,2.09,BSky,2018
BYU,108.3,98.0,67.9,.006,10.32,0.54,106.4,105.9,-2.08,WCC,2018
St John's,106.5,96.2,69.4,-.016,10.31,11.11,111.5,100.4,3.05,BE,2018
Oregon,111.1,100.9,67.3,.004,10.24,3.50,107.9,104.4,-6.15,P12,2018
Vermont,113.8,103.5,64.1,-.009,10.22,-2.97,102.5,105.4,4.54,AE,2018
Boston College,113.1,102.9,70.2,.004,10.21,8.49,109.1,100.6,-7.11,ACC,2018
S Dakota St,113.8,103.6,70.5,.097,10.20,-0.09,105.8,105.9,3.59,Sum,2018
Fresno St,109.7,99.6,66.6,-.057,10.07,0.84,105.8,105.0,-6.31,MWC,2018
South Carolina,105.6,95.7,68.7,.003,9.91,9.63,109.9,100.3,0.89,SEC,2018
South Dakota,109.0,99.2,70.9,-.048,9.85,-2.97,104.7,107.6,-1.65,Sum,2018
UNC Greensboro,104.9,95.7,65.2,-.024,9.22,-4.57,103.7,108.2,-3.46,SC,2018
Belmont,112.7,103.5,66.9,-.004,9.15,-3.22,103.1,106.4,1.45,OVC,2018
SMU,109.5,100.9,64.3,-.102,8.61,2.41,105.4,103.0,-3.88,Amer,2018
Northwestern,109.2,100.6,63.9,-.068,8.57,8.85,109.0,100.2,-1.90,B10,2018
